record_date,bank_id,city,blood_group,inventory_ratio,day_of_week,month,emergency_event_flag,requests_received_rolling_7d,donations_received_rolling_7d,inventory_ratio_rolling_7d,request_donation_gap_7d,shortage_next_day,data_origin,generation_seed
2024-02-18,bank_001,Kanpur,A+,0.7062937062937062,6,2,0,19.571428571428573,18.0,0.7292707292707293,1.571428571428573,0,SYNTHETIC_DATA_SET,42
2024-02-19,bank_001,Kanpur,A+,0.7482517482517482,0,2,0,17.0,17.857142857142858,0.7282717282717283,-0.8571428571428577,0,SYNTHETIC_DATA_SET,42
2024-02-20,bank_001,Kanpur,A+,0.8461538461538461,1,2,0,16.142857142857142,19.142857142857142,0.7422577422577422,-3.0,0,SYNTHETIC_DATA_SET,42
2024-02-21,bank_001,Kanpur,A+,0.9090909090909092,2,2,0,15.428571428571429,18.428571428571427,0.7572427572427571,-2.9999999999999982,0,SYNTHETIC_DATA_SET,42
2024-02-22,bank_001,Kanpur,A+,0.8671328671328671,3,2,0,15.428571428571429,20.857142857142858,0.7882117882117884,-5.428571428571429,0,SYNTHETIC_DATA_SET,42
2024-02-23,bank_001,Kanpur,A+,0.951048951048951,4,2,0,15.428571428571429,19.571428571428573,0.8071928071928072,-4.142857142857144,0,SYNTHETIC_DATA_SET,42
2024-02-24,bank_001,Kanpur,A+,0.986013986013986,5,2,0,14.571428571428571,18.857142857142858,0.8261738261738261,-4.285714285714287,0,SYNTHETIC_DATA_SET,42
2024-02-25,bank_001,Kanpur,A+,0.993006993006993,6,2,0,15.0,21.285714285714285,0.859140859140859,-6.285714285714285,0,SYNTHETIC_DATA_SET,42
2024-02-26,bank_001,Kanpur,A+,1.0,0,2,0,14.428571428571429,21.857142857142858,0.9000999000999002,-7.428571428571429,0,SYNTHETIC_DATA_SET,42
2024-02-27,bank_001,Kanpur,A+,0.9370629370629372,1,2,0,12.714285714285714,23.142857142857142,0.936063936063936,-10.428571428571429,0,SYNTHETIC_DATA_SET,42
2024-02-28,bank_001,Kanpur,A+,0.9370629370629372,2,2,0,14.285714285714286,21.714285714285715,0.9490509490509492,-7.428571428571429,0,SYNTHETIC_DATA_SET,42
2024-02-29,bank_001,Kanpur,A+,0.986013986013986,3,2,0,14.857142857142858,20.714285714285715,0.9530469530469532,-5.857142857142858,0,SYNTHETIC_DATA_SET,42
2024-03-01,bank_001,Kanpur,A+,0.8811188811188811,4,3,0,15.142857142857142,22.571428571428573,0.97002997002997,-7.428571428571431,0,SYNTHETIC_DATA_SET,42
2024-03-02,bank_001,Kanpur,A+,1.0,5,3,0,19.428571428571427,23.428571428571427,0.9600399600399602,-4.0,0,SYNTHETIC_DATA_SET,42
2024-03-03,bank_001,Kanpur,A+,0.9790209790209792,6,3,1,19.285714285714285,25.571428571428573,0.962037962037962,-6.285714285714288,0,SYNTHETIC_DATA_SET,42
2024-03-04,bank_001,Kanpur,A+,0.9230769230769232,0,3,0,18.571428571428573,24.142857142857142,0.9600399600399602,-5.571428571428569,0,SYNTHETIC_DATA_SET,42
2024-03-05,bank_001,Kanpur,A+,0.972027972027972,1,3,0,20.285714285714285,20.857142857142858,0.9490509490509492,-0.571428571428573,0,SYNTHETIC_DATA_SET,42
2024-03-06,bank_001,Kanpur,A+,1.0,2,3,0,18.571428571428573,21.142857142857142,0.954045954045954,-2.5714285714285694,0,SYNTHETIC_DATA_SET,42
2024-03-07,bank_001,Kanpur,A+,1.0,3,3,0,17.142857142857142,22.142857142857142,0.9630369630369632,-5.0,0,SYNTHETIC_DATA_SET,42
2024-03-08,bank_001,Kanpur,A+,1.0,4,3,0,17.0,23.142857142857142,0.965034965034965,-6.142857142857142,0,SYNTHETIC_DATA_SET,42
2024-03-09,bank_001,Kanpur,A+,1.0,5,3,0,14.571428571428571,23.714285714285715,0.982017982017982,-9.142857142857144,0,SYNTHETIC_DATA_SET,42
2024-03-10,bank_001,Kanpur,A+,0.8601398601398601,6,3,0,14.714285714285714,21.0,0.982017982017982,-6.285714285714287,0,SYNTHETIC_DATA_SET,42
2024-03-11,bank_001,Kanpur,A+,0.9230769230769232,0,3,0,18.0,21.857142857142858,0.965034965034965,-3.8571428571428577,0,SYNTHETIC_DATA_SET,42
2024-03-12,bank_001,Kanpur,A+,1.0,1,3,0,17.0,23.142857142857142,0.965034965034965,-6.142857142857142,0,SYNTHETIC_DATA_SET,42
2024-03-13,bank_001,Kanpur,A+,1.0,2,3,0,18.285714285714285,25.142857142857142,0.9690309690309692,-6.857142857142858,0,SYNTHETIC_DATA_SET,42
2024-03-14,bank_001,Kanpur,A+,0.9370629370629372,3,3,0,19.571428571428573,25.428571428571427,0.9690309690309692,-5.857142857142854,0,SYNTHETIC_DATA_SET,42
2024-03-15,bank_001,Kanpur,A+,0.8881118881118881,4,3,0,21.0,23.714285714285715,0.9600399600399602,-2.7142857142857157,0,SYNTHETIC_DATA_SET,42
2024-03-16,bank_001,Kanpur,A+,0.902097902097902,5,3,0,20.714285714285715,21.285714285714285,0.944055944055944,-0.5714285714285694,0,SYNTHETIC_DATA_SET,42
2024-03-17,bank_001,Kanpur,A+,0.8951048951048951,6,3,0,23.0,23.714285714285715,0.93006993006993,-0.7142857142857153,0,SYNTHETIC_DATA_SET,42
2024-03-18,bank_001,Kanpur,A+,0.8951048951048951,0,3,0,20.142857142857142,23.857142857142858,0.9350649350649352,-3.7142857142857153,0,SYNTHETIC_DATA_SET,42
2024-03-19,bank_001,Kanpur,A+,1.0,1,3,0,20.0,22.571428571428573,0.9310689310689312,-2.571428571428573,0,SYNTHETIC_DATA_SET,42
2024-03-20,bank_001,Kanpur,A+,0.986013986013986,2,3,0,19.0,22.857142857142858,0.9310689310689312,-3.8571428571428577,0,SYNTHETIC_DATA_SET,42
2024-03-21,bank_001,Kanpur,A+,0.972027972027972,3,3,0,18.714285714285715,20.857142857142858,0.929070929070929,-2.1428571428571423,0,SYNTHETIC_DATA_SET,42
2024-03-22,bank_001,Kanpur,A+,1.0,4,3,0,20.142857142857142,23.0,0.934065934065934,-2.8571428571428577,0,SYNTHETIC_DATA_SET,42
2024-03-23,bank_001,Kanpur,A+,1.0,5,3,0,20.0,25.857142857142858,0.95004995004995,-5.857142857142858,0,SYNTHETIC_DATA_SET,42
2024-03-24,bank_001,Kanpur,A+,1.0,6,3,0,17.714285714285715,23.428571428571427,0.964035964035964,-5.714285714285712,0,SYNTHETIC_DATA_SET,42
2024-03-25,bank_001,Kanpur,A+,1.0,0,3,0,19.0,25.285714285714285,0.9790209790209792,-6.285714285714285,0,SYNTHETIC_DATA_SET,42
2024-03-26,bank_001,Kanpur,A+,1.0,1,3,0,19.428571428571427,26.428571428571427,0.994005994005994,-7.0,0,SYNTHETIC_DATA_SET,42
2024-03-27,bank_001,Kanpur,A+,0.972027972027972,2,3,0,19.857142857142858,23.857142857142858,0.994005994005994,-4.0,0,SYNTHETIC_DATA_SET,42
2024-03-28,bank_001,Kanpur,A+,1.0,3,3,0,20.0,24.0,0.992007992007992,-4.0,0,SYNTHETIC_DATA_SET,42
2024-03-29,bank_001,Kanpur,A+,1.0,4,3,0,18.857142857142858,23.857142857142858,0.996003996003996,-5.0,0,SYNTHETIC_DATA_SET,42
2024-03-30,bank_001,Kanpur,A+,0.993006993006993,5,3,0,20.142857142857142,23.142857142857142,0.996003996003996,-3.0,0,SYNTHETIC_DATA_SET,42
2024-03-31,bank_001,Kanpur,A+,0.8811188811188811,6,3,0,20.857142857142858,23.428571428571427,0.995004995004995,-2.5714285714285694,0,SYNTHETIC_DATA_SET,42
2024-04-01,bank_001,Kanpur,A+,0.8321678321678322,0,4,0,21.285714285714285,20.857142857142858,0.978021978021978,0.428571428571427,0,SYNTHETIC_DATA_SET,42
2024-04-02,bank_001,Kanpur,A+,0.951048951048951,1,4,0,21.571428571428573,19.571428571428573,0.954045954045954,2.0,0,SYNTHETIC_DATA_SET,42
2024-04-03,bank_001,Kanpur,A+,1.0,2,4,0,21.428571428571427,22.0,0.9470529470529472,-0.571428571428573,0,SYNTHETIC_DATA_SET,42
2024-04-04,bank_001,Kanpur,A+,0.965034965034965,3,4,0,21.0,23.714285714285715,0.951048951048951,-2.7142857142857157,0,SYNTHETIC_DATA_SET,42
2024-04-05,bank_001,Kanpur,A+,0.965034965034965,4,4,0,20.571428571428573,22.285714285714285,0.946053946053946,-1.7142857142857115,0,SYNTHETIC_DATA_SET,42
2024-04-06,bank_001,Kanpur,A+,0.965034965034965,5,4,0,18.428571428571427,20.0,0.9410589410589412,-1.571428571428573,0,SYNTHETIC_DATA_SET,42
2024-04-07,bank_001,Kanpur,A+,0.944055944055944,6,4,0,18.142857142857142,20.142857142857142,0.937062937062937,-2.0,0,SYNTHETIC_DATA_SET,42
2024-04-08,bank_001,Kanpur,A+,1.0,0,4,0,17.428571428571427,21.571428571428573,0.946053946053946,-4.142857142857146,0,SYNTHETIC_DATA_SET,42
2024-04-09,bank_001,Kanpur,A+,1.0,1,4,0,16.857142857142858,23.285714285714285,0.97002997002997,-6.428571428571427,0,SYNTHETIC_DATA_SET,42
2024-04-10,bank_001,Kanpur,A+,1.0,2,4,0,17.0,22.571428571428573,0.977022977022977,-5.571428571428573,0,SYNTHETIC_DATA_SET,42
2024-04-11,bank_001,Kanpur,A+,1.0,3,4,0,17.142857142857142,22.0,0.977022977022977,-4.857142857142858,0,SYNTHETIC_DATA_SET,42
2024-04-12,bank_001,Kanpur,A+,1.0,4,4,0,15.285714285714286,21.714285714285715,0.982017982017982,-6.428571428571429,0,SYNTHETIC_DATA_SET,42
2024-04-13,bank_001,Kanpur,A+,1.0,5,4,0,15.857142857142858,24.857142857142858,0.987012987012987,-9.0,0,SYNTHETIC_DATA_SET,42
2024-04-14,bank_001,Kanpur,A+,1.0,6,4,0,15.0,24.285714285714285,0.992007992007992,-9.285714285714285,0,SYNTHETIC_DATA_SET,42
2024-04-15,bank_001,Kanpur,A+,1.0,0,4,0,12.571428571428571,24.0,1.0,-11.428571428571429,0,SYNTHETIC_DATA_SET,42
2024-04-16,bank_001,Kanpur,A+,0.944055944055944,1,4,0,12.571428571428571,26.0,1.0,-13.428571428571429,0,SYNTHETIC_DATA_SET,42
2024-04-17,bank_001,Kanpur,A+,1.0,2,4,0,13.285714285714286,23.857142857142858,0.992007992007992,-10.571428571428571,0,SYNTHETIC_DATA_SET,42
2024-04-18,bank_001,Kanpur,A+,0.8811188811188811,3,4,0,13.285714285714286,25.285714285714285,0.992007992007992,-11.999999999999998,0,SYNTHETIC_DATA_SET,42
2024-04-19,bank_001,Kanpur,A+,0.8461538461538461,4,4,0,15.571428571428571,24.285714285714285,0.975024975024975,-8.714285714285714,0,SYNTHETIC_DATA_SET,42
2024-04-20,bank_001,Kanpur,A+,0.7482517482517482,5,4,0,16.285714285714285,21.857142857142858,0.953046953046953,-5.571428571428573,0,SYNTHETIC_DATA_SET,42
2024-04-21,bank_001,Kanpur,A+,0.6503496503496503,6,4,0,18.142857142857142,21.285714285714285,0.917082917082917,-3.1428571428571423,0,SYNTHETIC_DATA_SET,42
2024-04-22,bank_001,Kanpur,A+,0.6573426573426573,0,4,0,20.714285714285715,20.428571428571427,0.8671328671328672,0.2857142857142882,0,SYNTHETIC_DATA_SET,42
2024-04-23,bank_001,Kanpur,A+,0.6433566433566433,1,4,1,21.0,17.571428571428573,0.8181818181818181,3.428571428571427,0,SYNTHETIC_DATA_SET,42
2024-04-24,bank_001,Kanpur,A+,0.5804195804195804,2,4,0,21.428571428571427,19.0,0.7752247752247753,2.428571428571427,0,SYNTHETIC_DATA_SET,42
2024-04-25,bank_001,Kanpur,A+,0.5804195804195804,3,4,0,22.142857142857142,16.0,0.7152847152847154,6.142857142857142,0,SYNTHETIC_DATA_SET,42
2024-04-26,bank_001,Kanpur,A+,0.6853146853146853,4,4,0,21.0,16.714285714285715,0.6723276723276722,4.285714285714285,0,SYNTHETIC_DATA_SET,42
2024-04-27,bank_001,Kanpur,A+,0.6083916083916084,5,4,1,21.0,19.285714285714285,0.6493506493506495,1.7142857142857153,0,SYNTHETIC_DATA_SET,42
2024-04-28,bank_001,Kanpur,A+,0.6643356643356644,6,4,0,20.714285714285715,19.714285714285715,0.6293706293706294,1.0,0,SYNTHETIC_DATA_SET,42
2024-04-29,bank_001,Kanpur,A+,0.6993006993006993,0,4,0,20.428571428571427,22.142857142857142,0.6313686313686314,-1.7142857142857153,0,SYNTHETIC_DATA_SET,42
2024-04-30,bank_001,Kanpur,A+,0.8391608391608392,1,4,0,19.428571428571427,21.571428571428573,0.6373626373626374,-2.142857142857146,0,SYNTHETIC_DATA_SET,42
2024-05-01,bank_001,Kanpur,A+,0.7552447552447552,2,5,0,18.142857142857142,23.857142857142858,0.6653346653346653,-5.714285714285715,0,SYNTHETIC_DATA_SET,42
2024-05-02,bank_001,Kanpur,A+,0.6783216783216783,3,5,0,18.285714285714285,23.428571428571427,0.6903096903096904,-5.142857142857142,0,SYNTHETIC_DATA_SET,42
2024-05-03,bank_001,Kanpur,A+,0.7552447552447552,4,5,0,19.142857142857142,22.714285714285715,0.7042957042957043,-3.571428571428573,0,SYNTHETIC_DATA_SET,42
2024-05-04,bank_001,Kanpur,A+,0.8391608391608392,5,5,0,18.428571428571427,21.571428571428573,0.7142857142857143,-3.142857142857146,0,SYNTHETIC_DATA_SET,42
2024-05-05,bank_001,Kanpur,A+,0.7692307692307693,6,5,0,18.857142857142858,25.0,0.7472527472527473,-6.142857142857142,0,SYNTHETIC_DATA_SET,42
2024-05-06,bank_001,Kanpur,A+,0.7622377622377622,0,5,0,20.285714285714285,24.0,0.7622377622377623,-3.7142857142857153,0,SYNTHETIC_DATA_SET,42
2024-05-07,bank_001,Kanpur,A+,0.8391608391608392,1,5,0,19.857142857142858,23.0,0.7712287712287712,-3.1428571428571423,0,SYNTHETIC_DATA_SET,42
2024-05-08,bank_001,Kanpur,A+,0.8741258741258742,2,5,0,20.285714285714285,21.714285714285715,0.7712287712287712,-1.4285714285714306,0,SYNTHETIC_DATA_SET,42
2024-05-09,bank_001,Kanpur,A+,0.8391608391608392,3,5,0,19.285714285714285,23.0,0.7882117882117882,-3.7142857142857153,0,SYNTHETIC_DATA_SET,42
2024-05-10,bank_001,Kanpur,A+,0.902097902097902,4,5,0,20.142857142857142,24.857142857142858,0.8111888111888111,-4.714285714285715,0,SYNTHETIC_DATA_SET,42
2024-05-11,bank_001,Kanpur,A+,0.9230769230769232,5,5,0,21.285714285714285,25.571428571428573,0.8321678321678322,-4.285714285714288,0,SYNTHETIC_DATA_SET,42
2024-05-12,bank_001,Kanpur,A+,0.972027972027972,6,5,0,18.714285714285715,22.0,0.8441558441558442,-3.2857142857142847,0,SYNTHETIC_DATA_SET,42
2024-05-13,bank_001,Kanpur,A+,1.0,0,5,0,16.285714285714285,21.857142857142858,0.8731268731268731,-5.571428571428573,0,SYNTHETIC_DATA_SET,42
2024-05-14,bank_001,Kanpur,A+,1.0,1,5,0,16.714285714285715,23.428571428571427,0.9070929070929072,-6.714285714285712,0,SYNTHETIC_DATA_SET,42
2024-05-15,bank_001,Kanpur,A+,1.0,2,5,0,15.857142857142858,25.285714285714285,0.93006993006993,-9.428571428571429,0,SYNTHETIC_DATA_SET,42
2024-05-16,bank_001,Kanpur,A+,1.0,3,5,0,15.857142857142858,25.857142857142858,0.948051948051948,-10.0,0,SYNTHETIC_DATA_SET,42
2024-05-17,bank_001,Kanpur,A+,1.0,4,5,0,13.285714285714286,26.285714285714285,0.9710289710289708,-12.999999999999998,0,SYNTHETIC_DATA_SET,42
2024-05-18,bank_001,Kanpur,A+,0.9790209790209792,5,5,0,10.714285714285714,24.285714285714285,0.985014985014985,-13.571428571428571,0,SYNTHETIC_DATA_SET,42
2024-05-19,bank_001,Kanpur,A+,1.0,6,5,0,10.571428571428571,23.285714285714285,0.9930069930069932,-12.714285714285714,0,SYNTHETIC_DATA_SET,42
2024-05-20,bank_001,Kanpur,A+,1.0,0,5,0,11.0,23.0,0.9970029970029972,-12.0,0,SYNTHETIC_DATA_SET,42
2024-05-21,bank_001,Kanpur,A+,0.993006993006993,1,5,0,11.142857142857142,22.714285714285715,0.9970029970029972,-11.571428571428571,0,SYNTHETIC_DATA_SET,42
2024-05-22,bank_001,Kanpur,A+,1.0,2,5,0,11.857142857142858,19.142857142857142,0.996003996003996,-7.285714285714285,0,SYNTHETIC_DATA_SET,42
2024-05-23,bank_001,Kanpur,A+,0.993006993006993,3,5,0,11.0,20.142857142857142,0.996003996003996,-9.142857142857142,0,SYNTHETIC_DATA_SET,42
2024-05-24,bank_001,Kanpur,A+,1.0,4,5,0,11.857142857142858,18.714285714285715,0.995004995004995,-6.857142857142858,0,SYNTHETIC_DATA_SET,42
2024-05-25,bank_001,Kanpur,A+,0.986013986013986,5,5,0,13.428571428571429,20.0,0.995004995004995,-6.571428571428571,0,SYNTHETIC_DATA_SET,42
2024-05-26,bank_001,Kanpur,A+,0.965034965034965,6,5,0,14.142857142857142,20.714285714285715,0.996003996003996,-6.571428571428573,0,SYNTHETIC_DATA_SET,42
2024-05-27,bank_001,Kanpur,A+,1.0,0,5,0,13.714285714285714,19.428571428571427,0.991008991008991,-5.7142857142857135,0,SYNTHETIC_DATA_SET,42
2024-05-28,bank_001,Kanpur,A+,1.0,1,5,0,14.142857142857142,19.714285714285715,0.991008991008991,-5.571428571428573,0,SYNTHETIC_DATA_SET,42
2024-05-29,bank_001,Kanpur,A+,1.0,2,5,0,12.857142857142858,20.142857142857142,0.992007992007992,-7.285714285714285,0,SYNTHETIC_DATA_SET,42
2024-05-30,bank_001,Kanpur,A+,1.0,3,5,0,14.571428571428571,19.0,0.992007992007992,-4.428571428571429,0,SYNTHETIC_DATA_SET,42
2024-05-31,bank_001,Kanpur,A+,0.986013986013986,4,5,0,13.714285714285714,19.0,0.993006993006993,-5.285714285714287,0,SYNTHETIC_DATA_SET,42
2024-06-01,bank_001,Kanpur,A+,0.93006993006993,5,6,0,14.0,17.571428571428573,0.991008991008991,-3.571428571428573,0,SYNTHETIC_DATA_SET,42
2024-06-02,bank_001,Kanpur,A+,0.902097902097902,6,6,0,14.0,16.714285714285715,0.9830169830169828,-2.7142857142857157,0,SYNTHETIC_DATA_SET,42
2024-06-03,bank_001,Kanpur,A+,0.8391608391608392,0,6,0,14.285714285714286,17.0,0.974025974025974,-2.714285714285713,0,SYNTHETIC_DATA_SET,42
2024-06-04,bank_001,Kanpur,A+,0.916083916083916,1,6,0,15.0,15.571428571428571,0.9510489510489508,-0.5714285714285712,0,SYNTHETIC_DATA_SET,42
2024-06-05,bank_001,Kanpur,A+,0.9370629370629372,2,6,0,15.714285714285714,16.285714285714285,0.939060939060939,-0.5714285714285712,0,SYNTHETIC_DATA_SET,42
2024-06-06,bank_001,Kanpur,A+,0.958041958041958,3,6,0,14.714285714285714,16.142857142857142,0.93006993006993,-1.4285714285714288,0,SYNTHETIC_DATA_SET,42
2024-06-07,bank_001,Kanpur,A+,0.8951048951048951,4,6,0,15.571428571428571,16.714285714285715,0.924075924075924,-1.142857142857144,0,SYNTHETIC_DATA_SET,42
2024-06-08,bank_001,Kanpur,A+,0.8811188811188811,5,6,0,15.857142857142858,16.0,0.9110889110889112,-0.1428571428571423,0,SYNTHETIC_DATA_SET,42
2024-06-09,bank_001,Kanpur,A+,0.8181818181818182,6,6,0,15.714285714285714,16.571428571428573,0.904095904095904,-0.8571428571428594,0,SYNTHETIC_DATA_SET,42
2024-06-10,bank_001,Kanpur,A+,0.8041958041958042,0,6,0,15.857142857142858,16.428571428571427,0.8921078921078921,-0.5714285714285694,0,SYNTHETIC_DATA_SET,42
2024-06-11,bank_001,Kanpur,A+,0.7832167832167832,1,6,1,15.714285714285714,18.428571428571427,0.887112887112887,-2.714285714285713,0,SYNTHETIC_DATA_SET,42
